#Trabalho Fisica Aplicada a Computação - Mestre Nuno

#Gerador de Seno - 1º Ano - FAC 2018-19

#	 T	 	 Media	 MMM	 Tmin	 T0	 T1	 Tmax	 t
	 30.36	 41.39	 0.00	 -40	 10	 80	 120	 -37.34
	 30.46	 41.12	 0.00	 -40	 10	 80	 120	 -42.25
	 30.56	 40.84	 0.00	 -40	 10	 80	 120	 -40.82
	 30.66	 40.57	 0.00	 -40	 10	 80	 120	 -33.04
	 30.77	 40.32	 0.00	 -40	 10	 80	 120	 -36.07
	 30.87	 40.07	 0.00	 -40	 10	 80	 120	 -15.16
	 30.97	 39.89	 0.00	 -40	 10	 80	 120	 -3.54
	 31.07	 39.74	 0.00	 -40	 10	 80	 120	 -4.93
	 31.18	 39.59	 0.00	 -40	 10	 80	 120	 25.36
	 31.28	 39.55	 0.00	 -40	 10	 80	 120	 28.26
	 31.38	 39.51	 0.00	 -40	 10	 80	 120	 54.54
	 31.48	 39.56	 0.00	 -40	 10	 80	 120	 64.54
	 31.58	 39.64	 0.00	 -40	 10	 80	 120	 88.28
	 31.69	 39.80	 0.00	 -40	 10	 80	 120	 93.42
	 31.79	 39.97	 0.00	 -40	 10	 80	 120	 99.17
	 31.89	 40.16	 0.00	 -40	 10	 80	 120	 111.22
	 31.99	 40.39	 0.00	 -40	 10	 80	 120	 119.26
	 32.10	 40.64	 0.00	 -40	 10	 80	 120	 120.00
	 32.20	 40.90	 0.00	 -40	 10	 80	 120	 120.38
	 32.30	 41.15	 0.00	 -40	 10	 80	 120	 113.52
	 32.40	 41.38	 0.00	 -40	 10	 80	 120	 111.60
	 32.51	 41.60	 0.00	 -40	 10	 80	 120	 98.85
	 32.61	 41.78	 0.00	 -40	 10	 80	 120	 76.91
	 32.71	 41.89	 0.00	 -40	 10	 80	 120	 62.09
	 32.81	 41.96	 0.00	 -40	 10	 80	 120	 51.28
	 32.92	 41.99	 0.00	 -40	 10	 80	 120	 29.00
	 33.02	 41.95	 0.00	 -40	 10	 80	 120	 19.77
	 33.12	 41.88	 0.00	 -40	 10	 80	 120	 7.59
	 33.22	 41.77	 0.00	 -40	 10	 80	 120	 -10.21
	 33.33	 41.61	 0.00	 -40	 10	 80	 120	 -12.79
	 33.43	 41.44	 0.00	 -40	 10	 80	 120	 -28.73
	 33.53	 41.23	 0.00	 -40	 10	 80	 120	 -34.88
	 33.63	 41.00	 0.00	 -40	 10	 80	 120	 -37.77
	 33.73	 40.76	 0.00	 -40	 10	 80	 120	 -41.33
	 33.84	 40.51	 0.00	 -40	 10	 80	 120	 -32.59
	 33.94	 40.28	 0.00	 -40	 10	 80	 120	 -23.71
	 34.04	 40.09	 0.00	 -40	 10	 80	 120	 -9.87
	 34.14	 39.94	 0.00	 -40	 10	 80	 120	 0.32
	 34.25	 39.82	 0.00	 -40	 10	 80	 120	 -2.40
	 34.35	 39.69	 0.00	 -40	 10	 80	 120	 19.09
	 34.45	 39.63	 0.00	 -40	 10	 80	 120	 42.28
	 34.55	 39.64	 0.00	 -40	 10	 80	 120	 45.65
	 34.66	 39.66	 0.00	 -40	 10	 80	 120	 80.22
	 34.76	 39.78	 0.00	 -40	 10	 80	 120	 85.63
	 34.86	 39.91	 0.00	 -40	 10	 80	 120	 98.00
	 34.96	 40.09	 0.00	 -40	 10	 80	 120	 113.87
	 35.06	 40.30	 0.00	 -40	 10	 80	 120	 119.10
	 35.17	 40.53	 0.00	 -40	 10	 80	 120	 121.13
	 35.27	 40.77	 0.00	 -40	 10	 80	 120	 111.86
	 35.37	 40.97	 0.00	 -40	 10	 80	 120	 112.27
	 35.47	 41.18	 0.00	 -40	 10	 80	 120	 101.46
	 35.58	 41.35	 0.00	 -40	 10	 80	 120	 94.60
	 35.68	 41.51	 0.00	 -40	 10	 80	 120	 82.21
	 35.78	 41.62	 0.00	 -40	 10	 80	 120	 81.55
	 35.88	 41.74	 0.00	 -40	 10	 80	 120	 55.46
	 35.99	 41.78	 0.00	 -40	 10	 80	 120	 49.44
	 36.09	 41.80	 0.00	 -40	 10	 80	 120	 23.00
	 36.19	 41.75	 0.00	 -40	 10	 80	 120	 12.12
	 36.29	 41.66	 0.00	 -40	 10	 80	 120	 -0.81
	 36.40	 41.54	 0.00	 -40	 10	 80	 120	 -13.91
	 36.50	 41.39	 0.00	 -40	 10	 80	 120	 -23.76
	 36.60	 41.20	 0.00	 -40	 10	 80	 120	 -26.00
	 36.70	 41.02	 0.00	 -40	 10	 80	 120	 -44.12
	 36.81	 40.78	 0.00	 -40	 10	 80	 120	 -43.99
	 36.91	 40.54	 0.00	 -40	 10	 80	 120	 -46.52
	 37.01	 40.30	 0.00	 -40	 10	 80	 120	 -28.79
	 37.11	 40.11	 0.00	 -40	 10	 80	 120	 -23.00
	 37.21	 39.93	 0.00	 -40	 10	 80	 120	 -24.47
	 37.32	 39.76	 0.00	 -40	 10	 80	 120	 -9.51
	 37.42	 39.62	 0.00	 -40	 10	 80	 120	 3.10
	 37.52	 39.52	 0.00	 -40	 10	 80	 120	 18.87
	 37.62	 39.46	 0.00	 -40	 10	 80	 120	 50.30
	 37.73	 39.49	 0.00	 -40	 10	 80	 120	 64.39
	 37.83	 39.56	 0.00	 -40	 10	 80	 120	 71.79
	 37.93	 39.65	 0.00	 -40	 10	 80	 120	 91.54
	 38.03	 39.79	 0.00	 -40	 10	 80	 120	 98.24
	 38.13	 39.95	 0.00	 -40	 10	 80	 120	 114.47
	 38.24	 40.15	 0.00	 -40	 10	 80	 120	 119.68
	 38.34	 40.36	 0.00	 -40	 10	 80	 120	 124.72
	 38.44	 40.59	 0.00	 -40	 10	 80	 120	 124.42
	 38.54	 40.81	 0.00	 -40	 10	 80	 120	 114.81
	 38.65	 41.01	 0.00	 -40	 10	 80	 120	 109.98
	 38.75	 41.19	 0.00	 -40	 10	 80	 120	 89.35
	 38.85	 41.32	 0.00	 -40	 10	 80	 120	 77.12
	 38.96	 41.41	 0.00	 -40	 10	 80	 120	 70.05
	 39.06	 41.49	 0.00	 -40	 10	 80	 120	 52.60
	 39.16	 41.52	 0.00	 -40	 10	 80	 120	 50.42
	 39.26	 41.54	 0.00	 -40	 10	 80	 120	 24.19
	 39.36	 41.49	 0.00	 -40	 10	 80	 120	 16.57
	 39.47	 41.43	 0.00	 -40	 10	 80	 120	 -6.92
	 39.57	 41.30	 0.00	 -40	 10	 80	 120	 -13.40
	 39.67	 41.16	 0.00	 -40	 10	 80	 120	 -18.58
	 39.77	 41.01	 0.00	 -40	 10	 80	 120	 -39.85
	 39.88	 40.80	 0.00	 -40	 10	 80	 120	 -46.02
	 39.98	 40.58	 0.00	 -40	 10	 80	 120	 -39.90
	 40.08	 40.37	 0.00	 -40	 10	 80	 120	 -34.45
